2022-05-09 14:51:13.775738 CLASS: MAIN, METHOD: main() LOG: asistente
2022-05-17 12:00:15.268036 CLASS: BLUETOOTH_NEAR_BY, METHOD: NEAR_BY() LOG: La pulsera con la direccion MAC: 90:78:B2:20:07:FBencontrada: True
2022-05-17 12:00:15.271010 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: ACTUALIZANDO ARRAYS
2022-05-17 12:00:15.273844 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 12:01:08.428451 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 12:01:08.590467 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 12:01:08.594231 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 12:01:08.599348 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 12:01:08.602546 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:01:08.607601 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:01:08.610532 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: test 2
2022-05-17 12:01:08.613422 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:30:00+02:00, A: 2022-05-17 12:30:00
2022-05-17 12:01:08.616718 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 12:03:00
2022-05-17 12:01:08.619952 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:01:08.622832 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION NO ESTABA DESCARGADA
2022-05-17 12:01:08.625769 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: test 2
2022-05-17 12:01:08.628585 CLASS: CALENDAR_CHECK, METHOD: ADD_NOTIFICATION LOG: ACTUALIZANDO EL FICHERO DE NOTIFICATIONES
2022-05-17 12:01:08.632462 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 12:01:08.635510 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 12:01:08.638594 CLASS: NOTIFICATION_STORAGE, METHOD: ADD_NOTIFICATIONS_TO_SAY_NOW LOG: AÑADIENDO LA NOTIFICACION AL ARRAY PARA NOTIFICAR Y BORRANDOLA DEL TOTAL
2022-05-17 12:01:08.641731 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 12:01:14.663003 CLASS: BLUETOOTH_NEAR_BY, METHOD: NEAR_BY() LOG: La pulsera con la direccion MAC: 90:78:B2:20:07:FBencontrada: True
2022-05-17 12:01:20.684445 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: ACTUALIZANDO ARRAYS
2022-05-17 12:01:20.688107 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 12:02:20.747233 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 12:02:20.900733 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 12:02:20.904088 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 12:02:20.907070 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 12:02:20.909954 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:02:20.912852 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:02:20.915754 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test 3
2022-05-17 12:02:20.918580 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:30:00+02:00, A: 2022-05-17 12:30:00
2022-05-17 12:02:20.921447 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 12:06:00
2022-05-17 12:02:20.924282 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:02:20.927285 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION NO ESTABA DESCARGADA
2022-05-17 12:02:20.930151 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test 3
2022-05-17 12:02:20.932955 CLASS: CALENDAR_CHECK, METHOD: ADD_NOTIFICATION LOG: ACTUALIZANDO EL FICHERO DE NOTIFICATIONES
2022-05-17 12:02:20.937081 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 12:02:20.940097 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 12:02:20.943268 CLASS: NOTIFICATION_STORAGE, METHOD: ADD_NOTIFICATIONS_TO_SAY_NOW LOG: AÑADIENDO LA NOTIFICACION AL ARRAY PARA NOTIFICAR Y BORRANDOLA DEL TOTAL
2022-05-17 12:02:20.946324 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 12:02:26.966674 CLASS: BLUETOOTH_NEAR_BY, METHOD: NEAR_BY() LOG: La pulsera con la direccion MAC: 90:78:B2:20:07:FBencontrada: True
2022-05-17 12:02:26.969561 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: ACTUALIZANDO ARRAYS
2022-05-17 12:02:26.972375 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 12:03:27.037846 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 12:03:27.223430 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 12:03:27.226483 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 12:03:27.229401 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 12:03:27.232239 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:03:27.235143 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:03:27.238104 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test 3
2022-05-17 12:03:27.241093 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:30:00+02:00, A: 2022-05-17 12:30:00
2022-05-17 12:03:27.245480 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 12:06:00
2022-05-17 12:03:27.249692 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:03:27.254092 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:03:27.258988 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 12:03:27.263362 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 12:03:27.269184 CLASS: NOTIFICATION_STORAGE, METHOD: ADD_NOTIFICATIONS_TO_SAY_NOW LOG: AÑADIENDO LA NOTIFICACION AL ARRAY PARA NOTIFICAR Y BORRANDOLA DEL TOTAL
2022-05-17 12:03:27.273518 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 12:03:33.296899 CLASS: BLUETOOTH_NEAR_BY, METHOD: NEAR_BY() LOG: La pulsera con la direccion MAC: 90:78:B2:20:07:FBencontrada: True
2022-05-17 12:03:39.261627 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: ACTUALIZANDO ARRAYS
2022-05-17 12:03:39.264513 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 12:12:42.052609 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 12:12:42.348013 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 12:12:42.351830 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 12:12:42.358007 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 12:12:42.361490 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:12:42.366725 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:12:42.370829 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test 3
2022-05-17 12:12:42.374258 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:30:00+02:00, A: 2022-05-17 12:30:00
2022-05-17 12:12:42.378014 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 12:06:00
2022-05-17 12:12:42.382262 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:12:42.386067 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:12:42.390639 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 12:12:42.394109 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 12:12:42.398524 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 12:12:42.401965 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-17 12:12:42.407540 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 12:12:42.410878 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 12:12:42.415909 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 12:14:01.018196 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 12:14:01.170650 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test
2022-05-17 12:14:01.174555 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:00:00+02:00, A: 2022-05-17 12:00:00
2022-05-17 12:14:01.182982 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 11:54:00
2022-05-17 12:14:01.187239 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:14:01.190300 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:14:01.194253 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test 3
2022-05-17 12:14:01.198199 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:30:00+02:00, A: 2022-05-17 12:30:00
2022-05-17 12:14:01.201436 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 12:06:00
2022-05-17 12:14:01.204579 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:14:01.208799 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:14:01.212886 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 12:14:01.216144 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 12:14:01.221967 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 12:14:01.225599 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-17 12:14:01.229158 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 12:14:01.233107 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 12:14:01.236930 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 12:15:01.301225 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 12:15:01.457917 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test 4 
2022-05-17 12:15:01.461344 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:30:00+02:00, A: 2022-05-17 12:30:00
2022-05-17 12:15:01.464778 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 12:17:00
2022-05-17 12:15:01.467949 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:15:01.471343 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION NO ESTABA DESCARGADA
2022-05-17 12:15:01.474265 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test 4 
2022-05-17 12:15:01.477335 CLASS: CALENDAR_CHECK, METHOD: ADD_NOTIFICATION LOG: ACTUALIZANDO EL FICHERO DE NOTIFICATIONES
2022-05-17 12:15:01.481301 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 12:15:01.484431 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 12:15:01.488394 CLASS: NOTIFICATION_STORAGE, METHOD: ADD_NOTIFICATIONS_TO_SAY_NOW LOG: AÑADIENDO LA NOTIFICACION AL ARRAY PARA NOTIFICAR Y BORRANDOLA DEL TOTAL
2022-05-17 12:15:01.491523 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 12:15:13.611690 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: LA PULSERA NO ESTA CERCA
2022-05-17 12:15:13.614812 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 12:15:13.617767 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 12:15:13.620692 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 12:16:13.677230 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 12:16:13.822745 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test 4 
2022-05-17 12:16:13.827525 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:30:00+02:00, A: 2022-05-17 12:30:00
2022-05-17 12:16:13.831261 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 12:17:00
2022-05-17 12:16:13.834444 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:16:13.837738 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:16:13.842600 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 12:16:13.846018 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 12:16:13.849766 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: HAY UNA NOTIFICACION DESACTUALIZADA
2022-05-17 12:16:13.852761 CLASS: NOTIFICATION_STORAGE, METHOD: ADD_NOTIFICATIONS_TO_SAY_NOW LOG: AÑADIENDO LA NOTIFICACION AL ARRAY PARA NOTIFICAR Y BORRANDOLA DEL TOTAL
2022-05-17 12:16:13.855912 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 12:16:26.678384 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: LA PULSERA NO ESTA CERCA
2022-05-17 12:16:26.681495 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 12:16:26.684350 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 12:16:26.687185 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 12:17:26.747912 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 12:17:28.396999 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test 4 
2022-05-17 12:17:28.400078 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:30:00+02:00, A: 2022-05-17 12:30:00
2022-05-17 12:17:28.403042 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 12:17:00
2022-05-17 12:17:28.405912 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:17:28.408880 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:17:28.412723 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 12:17:28.417205 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 12:17:28.420851 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: HAY UNA NOTIFICACION DESACTUALIZADA
2022-05-17 12:17:28.423800 CLASS: NOTIFICATION_STORAGE, METHOD: ADD_NOTIFICATIONS_TO_SAY_NOW LOG: AÑADIENDO LA NOTIFICACION AL ARRAY PARA NOTIFICAR Y BORRANDOLA DEL TOTAL
2022-05-17 12:17:28.426771 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 12:17:41.294003 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: LA PULSERA NO ESTA CERCA
2022-05-17 12:17:41.297084 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 12:17:41.299989 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 12:17:41.302840 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 12:17:51.343782 CLASS: MAIN, METHOD: main() LOG: web familia 20 bluecare
2022-05-17 12:18:41.370148 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 12:18:41.547131 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test 4 
2022-05-17 12:18:41.550318 CLASS: CALENDAR_CHECK, METHOD: FORMAT_CALENDAR_DATE LOG: FORMATEANDO LA FECHA DE GOOGLE: 2022-05-17T12:30:00+02:00, A: 2022-05-17 12:30:00
2022-05-17 12:18:41.553356 CLASS: CALENDAR_CHECK, METHOD: FORMAT_REMINDER_DATE LOG: OBTENIENDO LA HORA DEL RECORDATORIO: 2022-05-17 12:17:00
2022-05-17 12:18:41.556373 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: COMPROBANDO SI LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:18:41.559595 CLASS: CALENDAR_CHECK, METHOD: CHECK_IF_ADDED LOG: LA NOTIFICACION YA ESTABA DESCARGADA
2022-05-17 12:18:41.563109 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-17 12:18:41.566067 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-17 12:18:41.569745 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: HAY UNA NOTIFICACION DESACTUALIZADA
2022-05-17 12:18:41.572752 CLASS: NOTIFICATION_STORAGE, METHOD: ADD_NOTIFICATIONS_TO_SAY_NOW LOG: AÑADIENDO LA NOTIFICACION AL ARRAY PARA NOTIFICAR Y BORRANDOLA DEL TOTAL
2022-05-17 12:18:41.576023 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-17 12:18:56.630087 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: LA PULSERA NO ESTA CERCA
2022-05-17 12:18:56.634789 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-17 12:18:56.638542 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-17 12:18:56.641736 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-17 12:19:40.787346 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-17 12:19:40.948989 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: EVENTO: Test 4 
